,node_id,TX_NUM,CHANNEL,GPS_TIME_HOUR,GPS_TIME_MIN,GPS_TIME_SEC
0,0,1,486700,18,18,5
1,0,2,486900,18,18,19
2,0,3,486300,18,18,33
3,0,4,486700,18,18,47
4,0,5,487700,18,19,2
5,0,6,486300,18,19,15
6,0,7,487100,18,19,31
7,0,8,487500,18,19,48
8,0,9,486900,18,20,8
9,0,10,486900,18,20,20
10,0,11,486300,18,20,39
11,0,12,486700,18,20,59
12,0,13,487700,18,21,12
13,0,14,487700,18,21,23
14,0,15,487100,18,21,41
15,0,16,487500,18,21,52
16,0,17,486700,18,22,3
17,0,18,487100,18,22,14
18,0,19,486500,18,22,29
19,0,20,486700,18,22,47
20,0,21,487500,18,22,58
21,0,22,487700,18,23,14
22,0,23,487100,18,23,25
23,0,24,487500,18,23,43
24,0,25,486900,18,23,58
25,0,26,487100,18,24,8
26,0,27,486300,18,24,20
27,0,28,486500,18,24,37
28,0,29,487500,18,24,47
29,0,30,486300,18,24,59
30,0,31,487100,18,25,18
31,0,32,487500,18,25,30
32,0,33,486900,18,25,47
33,0,34,487100,18,26,2
34,0,35,486500,18,26,12
35,0,36,486500,18,26,32
36,0,37,487500,18,26,52
37,0,38,486300,18,27,8
38,0,39,487300,18,27,24
39,0,40,487300,18,27,36
40,0,41,486900,18,27,56
41,0,42,487100,18,28,10
42,0,43,486300,18,28,27
43,0,44,486700,18,28,37
44,0,45,487500,18,28,47
45,0,46,486300,18,28,59
46,0,47,487300,18,29,11
47,0,48,487300,18,29,29
48,0,49,486700,18,29,47
49,0,50,486900,18,30,1
50,0,51,486500,18,30,14
51,0,52,486700,18,30,29
52,0,53,487500,18,30,46
53,0,54,487700,18,31,5
54,0,55,487300,18,31,15
55,0,56,487300,18,31,35
56,0,57,486700,18,31,54
57,0,58,487100,18,32,14
58,0,59,486500,18,32,33
59,0,60,486700,18,32,51
60,0,61,487700,18,33,8
61,0,62,486300,18,33,27
62,0,63,487300,18,33,47
63,0,64,487500,18,34,7
64,0,65,486900,18,34,20
65,0,66,486900,18,34,39
66,0,67,486300,18,34,49
67,0,68,486700,18,35,5
68,0,69,487500,18,35,24
69,0,70,486300,18,35,39
70,0,71,487300,18,35,52
71,0,72,487500,18,36,11
72,0,73,486900,18,36,24
73,0,74,487100,18,36,42
74,0,75,486500,18,36,55
75,0,76,486500,18,37,7
76,0,77,487700,18,37,26
77,0,78,486300,18,37,44
78,0,79,487300,18,37,59
79,0,80,487500,18,38,18
80,0,81,486900,18,38,34
81,0,82,487100,18,38,49
82,0,83,486300,18,38,59
83,0,84,486700,18,39,19
84,0,85,487500,18,39,29
85,0,86,486300,18,39,39
86,0,87,487100,18,39,54
87,0,88,487500,18,40,12
88,0,89,486700,18,40,30
89,0,90,486900,18,40,41
90,0,91,486300,18,40,52
91,0,92,486500,18,41,11
92,0,93,487700,18,41,30
93,0,94,487700,18,41,50
94,0,95,487300,18,42,10
95,0,96,487300,18,42,28
96,0,97,486700,18,42,46
97,0,98,486900,18,42,57
98,0,99,486500,18,43,8
99,0,100,486700,18,43,21
100,0,101,487700,18,43,37
101,0,102,487700,18,43,52
102,0,103,487300,18,44,10
103,0,104,487500,18,44,20
104,0,105,486900,18,44,30
105,0,106,486900,18,44,46
106,0,107,486300,18,45,5
107,0,108,486700,18,45,21
108,0,109,487700,18,45,34
109,0,110,486300,18,45,48
110,0,111,487300,18,46,1
111,0,112,487300,18,46,15
112,0,113,486900,18,46,35
113,0,114,487100,18,46,49
114,0,115,486500,18,46,59
115,0,116,486500,18,47,9
116,0,117,487500,18,47,22
117,0,118,487700,18,47,37
118,0,119,487300,18,47,53
119,0,120,487300,18,48,6
120,0,121,486700,18,48,17
121,0,122,487100,18,48,36
122,0,123,486500,18,48,49
123,0,124,486700,18,49,1
124,0,125,487500,18,49,16
125,0,126,487700,18,49,31
126,0,127,487300,18,49,44
127,0,128,487300,18,49,56
128,0,129,486700,18,50,12
129,0,130,486900,18,50,26
130,0,131,486300,18,50,38
131,0,132,486500,18,50,57
132,0,133,487500,18,51,14
133,0,134,486300,18,51,28
134,0,135,487300,18,51,44
135,0,136,487300,18,51,54
136,0,137,486900,18,52,9
137,0,138,487100,18,52,24
138,0,139,486500,18,52,38
139,0,140,486700,18,52,48
140,0,141,487500,18,53,2
141,0,142,487700,18,53,21
142,0,143,487300,18,53,35
143,0,144,487300,18,53,55
144,0,145,486700,18,54,6
145,0,146,487100,18,54,18
146,0,147,486300,18,54,32
147,0,148,486700,18,54,44
148,0,149,487700,18,54,58
149,0,150,486300,18,55,16
150,0,151,487100,18,55,31
151,0,152,487500,18,55,48
152,0,153,486700,18,56,8
153,0,154,486900,18,56,18
154,0,155,486300,18,56,30
155,0,156,486700,18,56,41
156,0,157,487700,18,56,59
157,0,158,486300,18,57,15
158,0,159,487100,18,57,35
159,0,160,487500,18,57,45
160,0,161,486900,18,57,58
161,0,162,487100,18,58,13
162,0,163,486300,18,58,27
163,0,164,486500,18,58,44
164,0,165,487500,18,58,59
165,0,166,487700,18,59,17
166,0,167,487300,18,59,33
167,0,168,487300,18,59,45
168,0,169,486900,19,0,5
169,0,170,487100,19,0,20
170,0,171,486500,19,0,30
171,0,172,486700,19,0,41
172,0,173,487500,19,1,0
173,0,174,487700,19,1,19
174,0,175,487100,19,1,36
175,0,176,487500,19,1,52
176,0,177,486700,19,2,12
177,0,178,487100,19,2,32
178,0,179,486300,19,2,42
179,0,180,486500,19,2,54
180,0,181,487500,19,3,4
181,0,182,487700,19,3,17
